Gene	Transcript_ID	Protein_ID	Length
LITAF	ENST00000570904.5	ENSP00000459138.1	161
LITAF	ENST00000571459.5	ENSP00000459603.1	75
LITAF	ENST00000572255.5	ENSP00000458836.1	68
LITAF	ENST00000576036.5	ENSP00000461667.1	161
LITAF	ENST00000574763.5	ENSP00000461813.1	161
LITAF	ENST00000571627.5	ENSP00000460743.1	153
LITAF	ENST00000570798.5	ENSP00000458871.1	137
LITAF	ENST00000574701.5	ENSP00000458981.1	136
LITAF	ENST00000571976.1	ENSP00000460133.1	126
LITAF	ENST00000574703.5	ENSP00000459913.1	105
LITAF	ENST00000574848.5	ENSP00000459898.1	88
LITAF	ENST00000571277.1	ENSP00000459026.1	39
LITAF	ENST00000576334.1	ENSP00000458538.1	33
LMTK2	ENST00000297293.6	ENSP00000297293.5	1503
LPP	ENST00000448637.5	ENSP00000393602.1	428
LPP	ENST00000416784.5	ENSP00000410340.1	151
LPP	ENST00000430340.5	ENSP00000397166.1	52
LPP	ENST00000414139.6	ENSP00000392667.2	612
LPP	ENST00000454789.5	ENSP00000394257.1	65
LPP	ENST00000617246.5	ENSP00000478901.1	612
LPP	ENST00000426274.6	ENSP00000397017.1	66
LPP	ENST00000710845.1	ENSP00000518525.1	212
LPP	ENST00000420410.6	ENSP00000405138.2	612
LPP	ENST00000443217.5	ENSP00000404679.1	46
LPP	ENST00000618621.5	ENSP00000482617.2	612
LPP	ENST00000457242.1	ENSP00000403825.1	57
LPP	ENST00000415906.1	ENSP00000393008.1	252
LRP10	ENST00000359591.9	ENSP00000352601.4	713
LRP10	ENST00000546834.5	ENSP00000447559.1	556
LRP10	ENST00000551466.1	ENSP00000447977.1	458
LRRC4	ENST00000249363.4	ENSP00000249363.3	653
LRRC4	ENST00000494115.1	ENSP00000418254.1	78
LRRC4	ENST00000476782.5	ENSP00000418093.1	94
LRRC4	ENST00000478726.1	ENSP00000417795.1	50
LTB4R	ENST00000553481.1	ENSP00000450457.1	102
LTB4R	ENST00000345363.8	ENSP00000307445.3	352
LTB4R	ENST00000396789.4	ENSP00000380008.4	352
LTB4R	ENST00000556141.1	ENSP00000451929.1	232
LTB4R	ENST00000396782.2	ENSP00000380002.2	352
LTBR	ENST00000539925.5	ENSP00000440875.1	416
LTBR	ENST00000228918.9	ENSP00000228918.4	435
LTBR	ENST00000536876.5	ENSP00000437647.1	217
LTBR	ENST00000543190.5	ENSP00000438955.1	74
LTBR	ENST00000541102.1	ENSP00000438605.1	292
LY6G6F	ENST00000375832.5	ENSP00000364992.5	297
LY6K	ENST00000292430.10	ENSP00000292430.6	165
LY6K	ENST00000518841.5	ENSP00000427749.1	100
LY6K	ENST00000519387.1	ENSP00000429695.1	105
LY6K	ENST00000522591.1	ENSP00000428432.1	85
LY96	ENST00000284818.7	ENSP00000284818.2	160
LY96	ENST00000518893.1	ENSP00000430533.1	130
LYN	ENST00000520220.6	ENSP00000428424.1	491
LYN	ENST00000519728.6	ENSP00000428924.1	512
LYN	ENST00000520050.1	ENSP00000428313.1	150
LYST	ENST00000389793.7	ENSP00000374443.2	3801
LYST	ENST00000697235.1	ENSP00000513202.1	651
LYST	ENST00000475277.2	ENSP00000513164.1	629
LYST	ENST00000697241.1	ENSP00000513206.1	1408
LYST	ENST00000487530.2	ENSP00000417168.1	181
LYST	ENST00000697242.1	ENSP00000513207.1	1266
LYST	ENST00000697181.1	ENSP00000513168.1	64
LYST	ENST00000697182.1	ENSP00000513169.1	77
LYST	ENST00000697183.1	ENSP00000513170.1	73
LYST	ENST00000697184.1	ENSP00000513171.1	64
LYST	ENST00000468107.5	ENSP00000513172.1	73
LYST	ENST00000468626.2	ENSP00000513173.1	77
MACROD2	ENST00000217246.8	ENSP00000217246.4	425
MACROD2	ENST00000684519.1	ENSP00000507484.1	448
MACROD2	ENST00000642719.1	ENSP00000496601.1	453
MACROD2	ENST00000402914.5	ENSP00000385290.1	213
MACROD2	ENST00000407045.3	ENSP00000385516.3	98
MADCAM1	ENST00000587541.5	ENSP00000475575.1	163
MADCAM1	ENST00000346144.8	ENSP00000304247.2	295
MADCAM1	ENST00000215637.8	ENSP00000215637.2	382
MADCAM1	ENST00000382683.8	ENSP00000372130.4	200
MAFF	ENST00000538320.5	ENSP00000442060.1	164
MAFF	ENST00000538999.1	ENSP00000441482.1	135
MAFF	ENST00000338483.7	ENSP00000345393.2	164
MAFF	ENST00000441709.1	ENSP00000391589.1	93
MAFF	ENST00000417948.5	ENSP00000416493.1	125
MAFF	ENST00000426621.6	ENSP00000388882.2	164
MAFF	ENST00000407965.1	ENSP00000384094.1	164
MAGIX	ENST00000616266.4	ENSP00000481198.1	275
MAGIX	ENST00000595224.6	ENSP00000471299.1	334
MAGIX	ENST00000615626.4	ENSP00000479023.1	258
MAGIX	ENST00000614074.4	ENSP00000484729.1	253
MAGIX	ENST00000615915.4	ENSP00000484294.1	262
MAGIX	ENST00000454342.2	ENSP00000400147.1	143
MALL	ENST00000272462.3	ENSP00000272462.2	153
MALL	ENST00000427178.1	ENSP00000400518.1	55
MAN2A2	ENST00000558290.5	ENSP00000453740.1	72
MAN2A2	ENST00000558853.5	ENSP00000452691.1	50
MAN2A2	ENST00000559999.5	ENSP00000453078.1	120
MAN2A2	ENST00000559717.6	ENSP00000452948.1	1150
MAN2A2	ENST00000559965.5	ENSP00000453956.1	76
MAN2A2	ENST00000360468.7	ENSP00000353655.3	1150
MAN2A2	ENST00000559132.3	ENSP00000452897.3	195
MAN2A2	ENST00000557865.5	ENSP00000453140.1	793
MAN2A2	ENST00000560616.5	ENSP00000452866.1	329
MAN2A2	ENST00000558171.1	ENSP00000452928.1	264
MAN2A2	ENST00000560147.5	ENSP00000453253.1	164
MAN2A2	ENST00000557990.1	ENSP00000453341.1	319
MANSC1	ENST00000535902.6	ENSP00000438205.1	431
MANSC1	ENST00000396349.3	ENSP00000379638.3	397
MANSC1	ENST00000545735.1	ENSP00000445303.1	350
MANSC1	ENST00000543314.1	ENSP00000437624.1	57
MAP1LC3A	ENST00000374837.7	ENSP00000363970.3	125
MAP1LC3A	ENST00000360668.8	ENSP00000353886.3	121
MAP1LC3A	ENST00000397709.1	ENSP00000380821.1	121
MAP2K4	ENST00000415385.7	ENSP00000410402.3	410
MAP2K4	ENST00000353533.10	ENSP00000262445.5	399
MAP2K6	ENST00000590474.7	ENSP00000468348.1	334
MAP2K6	ENST00000589295.5	ENSP00000466143.1	84
MAP2K6	ENST00000588110.5	ENSP00000464916.1	128
MAP2K6	ENST00000589647.5	ENSP00000467213.1	278
MAP3K2	ENST00000682094.1	ENSP00000507315.1	619
MAP3K2	ENST00000409947.5	ENSP00000387246.1	619
MAP3K2	ENST00000344908.9	ENSP00000343463.5	619
MAP7	ENST00000617204.4	ENSP00000482335.1	779
MAP7	ENST00000432797.6	ENSP00000414879.2	603
MAP7	ENST00000616617.4	ENSP00000483511.1	655
MAP7	ENST00000618822.4	ENSP00000482356.1	712
MAP7	ENST00000354570.8	ENSP00000346581.2	749
MAP7	ENST00000454590.5	ENSP00000414712.1	771
MAP7	ENST00000544465.5	ENSP00000445737.1	734
MAP7	ENST00000438100.6	ENSP00000400790.2	734
MAP7	ENST00000611373.1	ENSP00000482998.1	603
MAP7D1	ENST00000429533.6	ENSP00000390091.2	244
MAP7D1	ENST00000316156.8	ENSP00000320228.4	803
MAP7D1	ENST00000474796.2	ENSP00000507044.1	840
MAP7D1	ENST00000373150.8	ENSP00000362243.4	808
MAP7D1	ENST00000373151.6	ENSP00000362244.2	841
MAP7D1	ENST00000530729.1	ENSP00000435126.1	140
MAP7D1	ENST00000530975.4	ENSP00000437046.1	248
MAPK14	ENST00000468133.5	ENSP00000419837.1	283
MAPK14	ENST00000229794.9	ENSP00000229794.4	360
MAPK14	ENST00000229795.8	ENSP00000229795.3	360
MAPK14	ENST00000310795.8	ENSP00000308669.4	307
MAPK14	ENST00000472333.1	ENSP00000419141.1	132
MAPK3	ENST00000263025.9	ENSP00000263025.4	379
MAPK3	ENST00000484663.5	ENSP00000432742.1	265
MAPK3	ENST00000322266.9	ENSP00000327293.5	335
MAPK3	ENST00000395200.5	ENSP00000378626.1	311
MAPK3	ENST00000395202.5	ENSP00000378628.1	335
MAPK3	ENST00000478356.5	ENSP00000432292.1	136
MAPK3	ENST00000395199.7	ENSP00000378625.3	357
MAPK3	ENST00000481230.1	ENSP00000433639.1	87
MAPRE3	ENST00000233121.7	ENSP00000233121.2	281
MAPRE3	ENST00000405074.7	ENSP00000383915.3	266
MAPRE3	ENST00000648289.1	ENSP00000497057.1	266
MAPRE3	ENST00000458529.5	ENSP00000391705.1	218
MAPRE3	ENST00000402218.1	ENSP00000385715.1	266
MARCKS	ENST00000612661.2	ENSP00000478061.1	332
MBD6	ENST00000548887.5	ENSP00000448070.1	148
MBD6	ENST00000551351.5	ENSP00000450370.1	53
MBD6	ENST00000546805.5	ENSP00000449603.1	73
MBD6	ENST00000355673.8	ENSP00000347896.3	1003
MBD6	ENST00000546632.1	ENSP00000448202.1	53
MBD6	ENST00000549623.1	ENSP00000446481.1	66
MBD6	ENST00000552255.5	ENSP00000447365.1	45
MBD6	ENST00000552659.1	ENSP00000446834.1	176
MBD6	ENST00000552163.1	ENSP00000450160.1	190
MBOAT2	ENST00000305997.8	ENSP00000302177.3	520
MBOAT2	ENST00000462696.1	ENSP00000417409.1	176
MBOAT7	ENST00000431666.6	ENSP00000410503.2	399
MBOAT7	ENST00000338624.10	ENSP00000344377.5	399
MBOAT7	ENST00000245615.6	ENSP00000245615.1	472
MBOAT7	ENST00000449249.5	ENSP00000406794.1	123
MBOAT7	ENST00000391754.5	ENSP00000375634.1	344
MBOAT7	ENST00000495279.2	ENSP00000472209.1	181
MBOAT7	ENST00000414665.5	ENSP00000388250.1	256
MBOAT7	ENST00000453320.1	ENSP00000410320.1	170
MCL1	ENST00000678770.1	ENSP00000502859.1	350
MCL1	ENST00000678610.1	ENSP00000503149.1	152
MCL1	ENST00000620947.4	ENSP00000477624.1	197
MCL1	ENST00000369026.3	ENSP00000358022.2	350
MCL1	ENST00000307940.3	ENSP00000309973.3	271
MCOLN1	ENST00000264079.11	ENSP00000264079.5	580
MCOLN1	ENST00000601003.1	ENSP00000469074.1	200
MCOLN1	ENST00000599334.1	ENSP00000472176.1	182
MCTP1	ENST00000515393.6	ENSP00000424126.1	999
MCTP1	ENST00000429576.6	ENSP00000391639.2	692
MCTP1	ENST00000505078.5	ENSP00000426417.1	515
MCTP1	ENST00000312216.12	ENSP00000308957.8	778
MCTP1	ENST00000508509.5	ENSP00000423410.1	683
MCTP1	ENST00000512425.5	ENSP00000431075.1	489
MCTP1	ENST00000505208.5	ENSP00000426438.1	600
MCTP1	ENST00000506568.8	ENSP00000426294.3	414
MCTP1	ENST00000503301.5	ENSP00000425515.1	292
MCTP1	ENST00000507214.5	ENSP00000424936.1	191
MCTP1	ENST00000514780.5	ENSP00000421543.1	169
MCTP1	ENST00000510732.5	ENSP00000422219.1	135
MCTP1	ENST00000505465.1	ENSP00000422317.1	81
MCTP2	ENST00000543482.5	ENSP00000438521.1	396
MCTP2	ENST00000357742.10	ENSP00000350377.4	878
MCTP2	ENST00000451018.7	ENSP00000395109.3	823
MCTP2	ENST00000557742.1	ENSP00000454847.1	306
MDK	ENST00000405308.6	ENSP00000385451.2	143
MDK	ENST00000441869.5	ENSP00000416241.1	49
MDK	ENST00000359803.7	ENSP00000352852.2	143
MDK	ENST00000533952.5	ENSP00000432649.1	131
MDK	ENST00000395566.9	ENSP00000378933.4	143
MDK	ENST00000395569.8	ENSP00000378936.4	87
MDK	ENST00000395565.5	ENSP00000378932.1	143
MDK	ENST00000407067.1	ENSP00000384034.1	143
MED13L	ENST00000281928.9	ENSP00000281928.3	2210
MED13L	ENST00000650226.1	ENSP00000496981.1	2222
MED13L	ENST00000649607.1	ENSP00000497064.1	1605
MED13L	ENST00000549786.2	ENSP00000446782.2	1545
MED13L	ENST00000548743.2	ENSP00000448553.2	1081
MED13L	ENST00000647567.1	ENSP00000497136.1	437
MED13L	ENST00000551197.2	ENSP00000497043.1	168
MED25	ENST00000312865.10	ENSP00000326767.5	747
MED25	ENST00000593767.3	ENSP00000470692.3	796
MED25	ENST00000538643.5	ENSP00000437496.1	534
MED25	ENST00000595185.5	ENSP00000470027.1	253
MEFV	ENST00000219596.6	ENSP00000219596.1	781
MEFV	ENST00000339854.8	ENSP00000339639.4	601
MEFV	ENST00000536379.5	ENSP00000445079.1	570
MEFV	ENST00000541159.5	ENSP00000438711.1	445
MEGF9	ENST00000373930.4	ENSP00000363040.3	602
METTL22	ENST00000563958.5	ENSP00000457291.1	70
METTL22	ENST00000381920.8	ENSP00000371345.3	404
METTL22	ENST00000564554.1	ENSP00000456618.1	16
METTL22	ENST00000561758.5	ENSP00000457152.1	348
METTL22	ENST00000562151.2	ENSP00000461054.1	165
METTL22	ENST00000562973.1	ENSP00000460481.1	103
MFAP3L	ENST00000393704.3	ENSP00000377307.3	306
MFAP3L	ENST00000361618.4	ENSP00000354583.3	409
MFAP3L	ENST00000512698.1	ENSP00000422791.1	156
MFAP3L	ENST00000502832.1	ENSP00000423722.1	63
MFAP3L	ENST00000507601.1	ENSP00000423802.1	44
MFAP3L	ENST00000393702.7	ENSP00000377305.2	102
MFAP3L	ENST00000506110.1	ENSP00000422571.1	102
MFAP3L	ENST00000504999.1	ENSP00000425303.1	98
MFAP3L	ENST00000506764.1	ENSP00000426247.1	90
MFAP3L	ENST00000510306.1	ENSP00000423549.1	73
MGAM	ENST00000465654.5	ENSP00000419372.1	185
MGAM	ENST00000549489.6	ENSP00000447378.2	1857
MGAM	ENST00000497673.5	ENSP00000417103.1	143
MGAM	ENST00000620571.1	ENSP00000482292.1	1857
MGAM	ENST00000475668.6	ENSP00000417515.2	2753
MGRN1	ENST00000591895.5	ENSP00000468171.1	149
MGRN1	ENST00000415496.5	ENSP00000393311.2	530
MGRN1	ENST00000262370.12	ENSP00000262370.6	576
MGRN1	ENST00000587747.5	ENSP00000467414.1	594
MGRN1	ENST00000399577.9	ENSP00000382487.4	552
MGRN1	ENST00000588994.5	ENSP00000468819.1	554
MGRN1	ENST00000586183.5	ENSP00000465860.1	530
MGRN1	ENST00000590790.5	ENSP00000464811.1	332
MGRN1	ENST00000593224.1	ENSP00000465249.1	166
MIA	ENST00000597600.5	ENSP00000472982.1	45
MIA	ENST00000594436.5	ENSP00000470129.1	131
MIA	ENST00000597784.5	ENSP00000469499.1	131
MIA	ENST00000263369.4	ENSP00000263369.2	131
MIA	ENST00000597140.5	ENSP00000470641.1	95
MIDN	ENST00000300952.7	ENSP00000300952.2	468
MIDN	ENST00000682408.1	ENSP00000507955.1	511
MIDN	ENST00000591446.7	ENSP00000467679.1	468
MINDY1	ENST00000312210.9	ENSP00000310923.5	327
MINDY1	ENST00000683666.2	ENSP00000507359.1	469
MINDY1	ENST00000361936.9	ENSP00000354814.5	469
MINDY1	ENST00000361738.12	ENSP00000354669.7	469
MINDY1	ENST00000493834.2	ENSP00000437174.2	374
MINDY1	ENST00000497067.1	ENSP00000451524.1	142
MIPOL1	ENST00000694961.1	ENSP00000511993.1	451
MIPOL1	ENST00000556615.5	ENSP00000451297.1	104
MIPOL1	ENST00000684589.1	ENSP00000506738.1	442
MIPOL1	ENST00000327441.11	ENSP00000333539.7	442
MIPOL1	ENST00000396294.7	ENSP00000379589.2	442
MIPOL1	ENST00000698512.1	ENSP00000513762.1	442
MIPOL1	ENST00000539062.6	ENSP00000438319.2	411
MIPOL1	ENST00000556451.5	ENSP00000450479.1	424
MIPOL1	ENST00000694963.1	ENSP00000511995.1	399
MIPOL1	ENST00000694964.1	ENSP00000511967.1	519
MIPOL1	ENST00000537471.7	ENSP00000444254.2	431
MIPOL1	ENST00000556753.5	ENSP00000450575.1	128
MIPOL1	ENST00000694965.1	ENSP00000511968.1	488
MIPOL1	ENST00000554114.3	ENSP00000511965.2	219
MIPOL1	ENST00000539174.3	ENSP00000511996.1	120
MIPOL1	ENST00000553349.1	ENSP00000511969.1	154
MISP3	ENST00000269720.6	ENSP00000269720.2	361
MISP3	ENST00000587086.3	ENSP00000465157.1	219
MISP3	ENST00000590772.1	ENSP00000466176.1	150
MKLN1	ENST00000421797.6	ENSP00000398094.2	643
MKLN1	ENST00000416992.6	ENSP00000387920.1	126
MKLN1	ENST00000429546.5	ENSP00000399954.1	78
MKLN1	ENST00000446815.5	ENSP00000412815.1	97
MKLN1	ENST00000352689.11	ENSP00000323527.6	735
MME	ENST00000492661.5	ENSP00000420389.1	750
MME	ENST00000460393.6	ENSP00000418525.1	750
MME	ENST00000615825.2	ENSP00000478173.2	780
MME	ENST00000675418.2	ENSP00000502021.2	750
MME	ENST00000382989.7	ENSP00000372450.3	80
MME	ENST00000462745.5	ENSP00000419653.1	750
MME	ENST00000493237.5	ENSP00000417079.1	750
MME	ENST00000360490.7	ENSP00000353679.2	750
MME	ENST00000491026.6	ENSP00000418791.2	750
MME	ENST00000473730.6	ENSP00000420542.2	750
MME	ENST00000680057.1	ENSP00000505211.1	750
MME	ENST00000680282.1	ENSP00000505690.1	750
MOSPD2	ENST00000380492.8	ENSP00000369860.3	518
MOSPD2	ENST00000482354.5	ENSP00000473271.1	486
MOSPD2	ENST00000497603.2	ENSP00000473570.1	39
MOSPD2	ENST00000460386.1	ENSP00000473379.1	157
MPL	ENST00000372470.9	ENSP00000361548.3	635
MPL	ENST00000413998.7	ENSP00000414004.3	628
MPL	ENST00000643351.1	ENSP00000495154.1	177
MPP1	ENST00000369534.8	ENSP00000358547.3	466
MPP1	ENST00000413259.7	ENSP00000400155.3	436
MPP1	ENST00000393531.5	ENSP00000377165.1	446
MPP1	ENST00000453245.5	ENSP00000410888.1	205
MPP1	ENST00000393529.5	ENSP00000377163.1	241
MPP1	ENST00000428488.1	ENSP00000391701.1	156
MPP1	ENST00000369531.1	ENSP00000358544.1	131
MPPE1	ENST00000588072.6	ENSP00000465894.1	396
MPPE1	ENST00000317235.11	ENSP00000327257.6	333
MPPE1	ENST00000309976.13	ENSP00000311200.9	333
MPPE1	ENST00000344987.11	ENSP00000339423.7	374
MPPE1	ENST00000587724.5	ENSP00000466291.1	161
MPPE1	ENST00000592977.5	ENSP00000468606.1	308
MPPE1	ENST00000592331.5	ENSP00000466303.1	172
MPPE1	ENST00000588186.5	ENSP00000467993.1	178
MPPE1	ENST00000588191.5	ENSP00000467698.1	164
MPPE1	ENST00000589267.5	ENSP00000465318.1	141
MPPE1	ENST00000590501.5	ENSP00000468639.1	94
MPPE1	ENST00000588103.5	ENSP00000468065.1	92
MPPE1	ENST00000589859.1	ENSP00000467703.1	69
MPPE1	ENST00000586844.5	ENSP00000468269.1	68
MPZL1	ENST00000359523.7	ENSP00000352513.2	269
MPZL1	ENST00000392121.7	ENSP00000375968.3	119
MPZL1	ENST00000474859.5	ENSP00000420455.1	209
MPZL1	ENST00000367853.3	ENSP00000356827.3	183
MPZL2	ENST00000278937.7	ENSP00000278937.2	215
MPZL2	ENST00000438295.2	ENSP00000408362.2	215
MPZL3	ENST00000278949.9	ENSP00000278949.4	235
MPZL3	ENST00000525386.5	ENSP00000434636.1	65
MPZL3	ENST00000527472.1	ENSP00000432106.1	223
MSL1	ENST00000398532.9	ENSP00000381543.3	614
MSL1	ENST00000577454.5	ENSP00000463949.1	461
MSL1	ENST00000578648.5	ENSP00000462731.1	598
MSL1	ENST00000579565.5	ENSP00000462945.1	351
MSL1	ENST00000582920.1	ENSP00000462114.1	116
MSRB1	ENST00000361871.8	ENSP00000355084.3	116
MSRB1	ENST00000473663.1	ENSP00000457320.1	56
MSRB1	ENST00000399753.2	ENSP00000382657.2	226
MSRB1	ENST00000564908.1	ENSP00000456557.1	151
MTARC1	ENST00000694918.1	ENSP00000511593.1	235
MTARC1	ENST00000366910.10	ENSP00000355877.5	337
MTARC1	ENST00000694919.1	ENSP00000511594.1	393
MTARC1	ENST00000694922.1	ENSP00000511595.1	235
MTARC1	ENST00000407981.6	ENSP00000385327.2	263
MTARC1	ENST00000443880.1	ENSP00000409634.1	119
MTMR10	ENST00000435680.6	ENSP00000402537.1	777
MTMR10	ENST00000563714.5	ENSP00000457390.1	451
MTMR10	ENST00000566981.1	ENSP00000457873.1	303
MX2	ENST00000436410.5	ENSP00000393975.1	129
MX2	ENST00000435611.6	ENSP00000389256.2	715
MX2	ENST00000330714.8	ENSP00000333657.3	715
MX2	ENST00000416447.1	ENSP00000411179.1	14
MX2	ENST00000680862.1	ENSP00000506423.1	715
MXD1	ENST00000435990.5	ENSP00000410672.1	181
MXD1	ENST00000540449.5	ENSP00000443935.1	211
MXD1	ENST00000264444.7	ENSP00000264444.2	221
MXD3	ENST00000427908.6	ENSP00000416921.2	193
MXD3	ENST00000423571.6	ENSP00000389716.2	388
MXD3	ENST00000439742.7	ENSP00000401867.2	206
MXD3	ENST00000513063.5	ENSP00000421463.1	206
MXD3	ENST00000513169.1	ENSP00000427104.1	74
MXD3	ENST00000502529.1	ENSP00000425029.1	124
MYADM	ENST00000336967.8	ENSP00000337222.4	203
MYADM	ENST00000421337.6	ENSP00000398269.2	322
MYADM	ENST00000651087.1	ENSP00000498327.1	122
MYADM	ENST00000448420.5	ENSP00000399722.1	188
MYADM	ENST00000439000.5	ENSP00000416919.1	259
MYADM	ENST00000391771.1	ENSP00000375651.1	322
MYADM	ENST00000391770.9	ENSP00000375650.4	322
MYADM	ENST00000391769.2	ENSP00000375649.2	322
MYADM	ENST00000391768.2	ENSP00000375648.2	322
MYADM	ENST00000414489.1	ENSP00000404958.1	146
MYL9	ENST00000346786.2	ENSP00000217313.2	118
MYL9	ENST00000279022.7	ENSP00000279022.2	172
MYLK	ENST00000360772.7	ENSP00000354004.3	1863
MYLK	ENST00000360304.8	ENSP00000353452.3	1914
MYLK	ENST00000685744.1	ENSP00000510047.1	153
MYLK	ENST00000685021.1	ENSP00000508447.1	992
MYLK	ENST00000418370.6	ENSP00000428967.1	154
MYLK	ENST00000688223.1	ENSP00000508935.1	924
MYLK	ENST00000688024.1	ENSP00000509803.1	991
MYLK	ENST00000693689.1	ENSP00000510503.1	1845
MYLK	ENST00000685953.1	ENSP00000510593.1	713
MYLK	ENST00000578202.2	ENSP00000463691.2	82
MYLK	ENST00000692356.1	ENSP00000509805.1	31
MYLK	ENST00000583087.6	ENSP00000462118.1	154
MYLK	ENST00000346322.10	ENSP00000320622.6	1794
MYLK	ENST00000508240.2	ENSP00000422984.2	714
MYLK	ENST00000686761.1	ENSP00000508758.1	1914
MYLK	ENST00000690457.1	ENSP00000508777.1	1660
MYLK	ENST00000686245.1	ENSP00000509313.1	953
MYLK	ENST00000686406.1	ENSP00000509044.1	1913
MYLK	ENST00000687848.1	ENSP00000508761.1	1924
MYLK	ENST00000687375.1	ENSP00000509867.1	153
MYLK	ENST00000515434.1	ENSP00000509521.1	76
MYLK	ENST00000685665.1	ENSP00000509561.1	83
MYLK	ENST00000692352.1	ENSP00000510737.1	720
MYLK	ENST00000504946.6	ENSP00000510315.1	462
MYLK	ENST00000689227.1	ENSP00000508857.1	442
MYLK	ENST00000510571.2	ENSP00000509883.1	251
N4BP1	ENST00000262384.4	ENSP00000262384.3	896
N4BP1	ENST00000564710.1	ENSP00000460667.1	142
NADK	ENST00000341426.9	ENSP00000341679.5	446
NADK	ENST00000341991.7	ENSP00000344340.3	446
NADK	ENST00000378625.5	ENSP00000367890.1	591
NADK	ENST00000342348.9	ENSP00000339727.5	414
NADK	ENST00000469045.5	ENSP00000462589.1	44
NAMPT	ENST00000681550.1	ENSP00000505112.1	124
NAMPT	ENST00000222553.8	ENSP00000222553.3	491
NAMPT	ENST00000681491.1	ENSP00000506540.1	491
NAMPT	ENST00000680584.1	ENSP00000505012.1	490
NAMPT	ENST00000424768.2	ENSP00000390591.2	491
NAMPT	ENST00000681255.1	ENSP00000506129.1	491
NAMPT	ENST00000679643.1	ENSP00000504962.1	404
NAMPT	ENST00000681878.1	ENSP00000505577.1	488
NAMPT	ENST00000680468.1	ENSP00000505172.1	464
NAMPT	ENST00000679951.1	ENSP00000505427.1	444
NAMPT	ENST00000680823.1	ENSP00000506618.1	124
NAMPT	ENST00000681936.1	ENSP00000504973.1	124
NAMPT	ENST00000680786.1	ENSP00000505453.1	425
NAMPT	ENST00000354289.9	ENSP00000346242.4	368
NAMPT	ENST00000491027.6	ENSP00000506343.1	241
NAMPT	ENST00000489358.5	ENSP00000505245.1	152
NAMPT	ENST00000441045.6	ENSP00000505320.1	162
NAMPT	ENST00000417537.2	ENSP00000390896.2	73
NATD1	ENST00000611551.1	ENSP00000478388.1	113
NAV3	ENST00000550042.2	ENSP00000489639.1	440
NAV3	ENST00000397909.7	ENSP00000381007.2	2385
NAV3	ENST00000549464.5	ENSP00000446628.1	679
NAV3	ENST00000536525.6	ENSP00000446132.2	2363
NAV3	ENST00000550503.1	ENSP00000448037.1	233
NAV3	ENST00000644176.1	ENSP00000495503.1	1842
NAV3	ENST00000552895.5	ENSP00000446644.1	1258
NAV3	ENST00000550788.1	ENSP00000448303.1	799
NBEAL2	ENST00000450053.8	ENSP00000415034.2	2754
NBEAL2	ENST00000651747.1	ENSP00000499216.1	2720
NBEAL2	ENST00000416683.5	ENSP00000410405.1	2042
NBEAL2	ENST00000443829.5	ENSP00000414560.1	1093
NBEAL2	ENST00000423436.1	ENSP00000415063.1	255
NCF1	ENST00000289473.11	ENSP00000289473.4	390
NCF1	ENST00000442021.6	ENSP00000401935.3	146
NCF1	ENST00000433458.5	ENSP00000392870.2	163
NCF4	ENST00000447071.5	ENSP00000414958.1	166
NCF4	ENST00000397147.7	ENSP00000380334.4	348
NCF4	ENST00000248899.11	ENSP00000248899.6	339
NCF4	ENST00000650827.1	ENSP00000498212.1	236
NCF4	ENST00000650698.1	ENSP00000498381.1	236
NDST1	ENST00000522491.1	ENSP00000429966.1	68
NDST1	ENST00000519157.1	ENSP00000427813.1	159
NDST1	ENST00000523767.5	ENSP00000428604.1	825
NDST1	ENST00000518299.1	ENSP00000430258.1	23
NDST1	ENST00000261797.7	ENSP00000261797.6	882
NEU1	ENST00000375631.5	ENSP00000364782.4	415
NFAM1	ENST00000329021.10	ENSP00000333680.5	270
NFIL3	ENST00000297689.4	ENSP00000297689.2	462
NFKB2	ENST00000428099.6	ENSP00000410256.1	899
NFKB2	ENST00000369966.8	ENSP00000358983.3	900
NFKB2	ENST00000652277.1	ENSP00000498308.1	899
NFKB2	ENST00000189444.11	ENSP00000189444.6	899
NFKB2	ENST00000661543.1	ENSP00000499294.1	900
NHS	ENST00000676302.1	ENSP00000502262.1	1651
NHS	ENST00000380060.7	ENSP00000369400.3	1630
NHS	ENST00000398097.7	ENSP00000381170.3	1474
NHS	ENST00000617601.4	ENSP00000478433.1	1447
NHS	ENST00000648929.1	ENSP00000497676.1	126
NHSL2	ENST00000633930.2	ENSP00000488668.1	1225
NHSL2	ENST00000631375.1	ENSP00000488715.1	950
NHSL2	ENST00000632230.1	ENSP00000487835.1	835
NHSL2	ENST00000510661.2	ENSP00000424079.2	709
NIBAN1	ENST00000417056.5	ENSP00000414039.1	100
NIBAN1	ENST00000367511.4	ENSP00000356481.3	928
NINJ1	ENST00000375446.5	ENSP00000364595.4	152
NLGN3	ENST00000692905.1	ENSP00000510435.1	548
NLGN3	ENST00000395855.7	ENSP00000379196.3	528
NLGN3	ENST00000689968.1	ENSP00000510150.1	735
NLGN3	ENST00000687568.1	ENSP00000509635.1	304
NLGN3	ENST00000689857.1	ENSP00000510719.1	758
NLGN3	ENST00000687470.1	ENSP00000508881.1	793
NLGN3	ENST00000358741.4	ENSP00000351591.4	848
NLGN3	ENST00000536169.6	ENSP00000445298.1	808
